      ,InitSim              ,DlgSim              ,QuestMark,Dup  ,What ,Where,When ,Why  ,Who  ,How  ,AbsPos,NormPos            ,Len,LenUni,LenStem,Starter,Thank,ExMark,Feedback,SenScr(Neg),SenScr(Neu),SenScr(Pos),Lex(Pos),Lex(Neg),label
22_0  ,1.0                  ,0.26294246260818177 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,41 ,34    ,33     ,True   ,False,False ,False   ,0.035      ,0.772      ,0.192      ,5       ,0       ,OQ
22_1  ,0.16815855477124927  ,0.77282503501272    ,False    ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,177,90    ,85     ,False  ,True ,False ,False   ,0.0        ,0.878      ,0.122      ,5       ,3       ,PA
22_2  ,0.17702456084386015  ,0.628304241778869   ,False    ,False,False,False,False,False,True ,False,2     ,0.6666666666666666 ,65 ,45    ,45     ,False  ,False,True  ,False   ,0.064      ,0.831      ,0.105      ,5       ,4       ,RQ
22_3  ,0.23149883295036988  ,0.7590773099111359  ,False    ,False,True ,False,True ,True ,False,False,3     ,1.0                ,160,99    ,93     ,False  ,False,True  ,False   ,0.049      ,0.888      ,0.063      ,10      ,2       ,FD PA
23_0  ,0.9999999999999997   ,0.2937911779493803  ,True     ,False,True ,False,False,False,False,False,0     ,0.0                ,73 ,52    ,51     ,True   ,False,True  ,False   ,0.053      ,0.837      ,0.11       ,4       ,3       ,OQ
23_1  ,0.2456817918666702   ,0.8441342692184417  ,False    ,False,False,False,False,False,False,True ,1     ,0.3333333333333333 ,53 ,35    ,32     ,False  ,False,False ,False   ,0.0        ,0.847      ,0.153      ,4       ,0       ,PA
23_2  ,0.20890753096935413  ,0.5494250844065808  ,True     ,False,False,False,False,False,False,True ,2     ,0.6666666666666666 ,21 ,18    ,18     ,False  ,False,False ,False   ,0.0        ,0.922      ,0.078      ,1       ,0       ,FD FQ
23_3  ,0.16489014517738004  ,0.6755448780638766  ,False    ,False,False,False,False,False,False,True ,3     ,1.0                ,31 ,27    ,27     ,False  ,False,False ,False   ,0.0        ,0.83       ,0.17       ,2       ,0       ,PA
24_0  ,1.0000000000000009   ,0.6070301997880853  ,True     ,False,False,True ,False,False,False,False,0     ,0.0                ,46 ,36    ,36     ,True   ,False,False ,False   ,0.054      ,0.922      ,0.024      ,0       ,1       ,OQ
24_1  ,0.40235880492286075  ,0.6097706634029229  ,False    ,False,False,False,False,False,False,False,1     ,0.25               ,21 ,20    ,20     ,False  ,False,False ,False   ,0.198      ,0.738      ,0.064      ,1       ,4       ,IR PA
24_2  ,0.5672972744752698   ,0.8856815728169629  ,False    ,False,True ,False,True ,False,False,False,2     ,0.5                ,82 ,73    ,69     ,True   ,False,False ,False   ,0.073      ,0.927      ,0.0        ,2       ,3       ,FD
24_3  ,0.28885293535608     ,0.6044876662445052  ,False    ,False,False,False,False,False,False,False,3     ,0.75               ,38 ,33    ,32     ,False  ,False,False ,False   ,0.0        ,0.838      ,0.162      ,2       ,2       ,PA
24_4  ,0.33023253427053584  ,0.555157442626697   ,False    ,False,False,False,False,False,False,False,4     ,1.0                ,15 ,12    ,12     ,True   ,True ,False ,False   ,0.0        ,0.871      ,0.129      ,2       ,0       ,FD PF
25_0  ,0.9999999999999991   ,0.15177364276303945 ,True     ,False,False,False,False,False,False,True ,0     ,0.0                ,51 ,48    ,47     ,True   ,False,False ,True    ,0.074      ,0.783      ,0.143      ,4       ,3       ,OQ
25_1  ,0.15339159250293388  ,0.8334127404609268  ,False    ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,33 ,31    ,31     ,False  ,False,False ,False   ,0.0        ,0.736      ,0.264      ,3       ,3       ,PA
25_2  ,0.04736185812086046  ,0.24621780888754316 ,False    ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,2  ,2     ,2      ,True   ,True ,False ,False   ,0.0        ,0.508      ,0.492      ,0       ,0       ,PF
25_3  ,0.0745524563467434   ,0.7354001438864197  ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,16 ,16    ,16     ,False  ,False,False ,False   ,0.0        ,0.732      ,0.268      ,3       ,1       ,PF
26_0  ,0.9999999999999994   ,0.058933405265798884,True     ,False,False,False,False,False,False,True ,0     ,0.0                ,161,103   ,101    ,True   ,False,False ,False   ,0.085      ,0.871      ,0.044      ,1       ,5       ,OQ
26_1  ,0.039281167473989215 ,0.8846495449317169  ,False    ,False,True ,False,False,False,False,False,1     ,0.3333333333333333 ,37 ,31    ,31     ,False  ,False,False ,False   ,0.035      ,0.839      ,0.126      ,1       ,1       ,FD IR
26_2  ,0.0647373408486889   ,0.4731605066364505  ,False    ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,15 ,14    ,14     ,True   ,False,False ,False   ,0.256      ,0.656      ,0.089      ,1       ,1       ,PA PF
26_3  ,0.027770533486828432 ,0.5918671463860724  ,False    ,True ,False,False,False,False,False,False,3     ,1.0                ,7  ,7     ,7      ,False  ,False,False ,False   ,0.0        ,0.881      ,0.119      ,0       ,1       ,FD RQ
27_0  ,1.0000000000000009   ,0.16979502446060757 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,17 ,17    ,16     ,True   ,True ,False ,False   ,0.0        ,0.838      ,0.162      ,0       ,0       ,OQ
27_1  ,0.13828087956928942  ,0.9647781875371796  ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,30 ,23    ,23     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,PA
27_2  ,0.13831063164878082  ,0.2630647236945241  ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,3  ,3     ,3      ,True   ,True ,False ,False   ,0.0        ,0.417      ,0.583      ,0       ,0       ,PF
28_0  ,1.0000000000000004   ,0.09557257823855217 ,False    ,True ,False,True ,True ,False,False,False,0     ,0.0                ,867,239   ,235    ,True   ,False,True  ,True    ,0.027      ,0.932      ,0.04       ,1       ,17      ,OQ
28_1  ,0.09363660712688993  ,0.9809219760702088  ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,38 ,31    ,28     ,False  ,False,False ,False   ,0.076      ,0.791      ,0.133      ,1       ,4       ,PA
28_2  ,0.027880692850487426 ,0.2859134525535595  ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,6  ,6     ,6      ,True   ,True ,True  ,False   ,0.0        ,0.477      ,0.523      ,2       ,0       ,PF
29_0  ,1.0000000000000002   ,0.15295720238500637 ,True     ,False,False,False,True ,False,False,True ,0     ,0.0                ,52 ,41    ,41     ,True   ,False,False ,False   ,0.032      ,0.885      ,0.083      ,3       ,1       ,OQ
29_1  ,0.15033296069640034  ,0.9956799136828266  ,False    ,False,False,False,False,False,False,True ,1     ,0.5                ,239,142   ,127    ,False  ,False,False ,False   ,0.006      ,0.826      ,0.168      ,19      ,1       ,PA
29_2  ,0.039810636654228695 ,0.123076063523327   ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,8  ,8     ,8      ,True   ,False,False ,False   ,0.51       ,0.49       ,0.0        ,0       ,3       ,PF
30_0  ,1.0000000000000002   ,0.09476376724268867 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,27 ,20    ,20     ,True   ,False,False ,False   ,0.161      ,0.771      ,0.068      ,0       ,2       ,OQ
30_1  ,0.09385374880741557  ,0.9367030770459834  ,False    ,False,True ,False,False,False,False,False,1     ,0.3333333333333333 ,178,110   ,99     ,False  ,True ,False ,False   ,0.066      ,0.77       ,0.164      ,6       ,16      ,FD PA
30_2  ,0.020268712620909398 ,0.6161266584380166  ,False    ,False,True ,False,False,False,False,False,2     ,0.6666666666666666 ,49 ,43    ,43     ,False  ,False,True  ,True    ,0.05       ,0.804      ,0.146      ,3       ,1       ,FD PA
30_3  ,0.07025797185213199  ,0.49358331874901934 ,True     ,False,False,False,False,False,False,True ,3     ,1.0                ,38 ,25    ,24     ,False  ,False,True  ,False   ,0.094      ,0.844      ,0.061      ,0       ,3       ,FD
31_0  ,1.0000000000000004   ,0.40628483200556925 ,False    ,True ,False,False,True ,False,False,True ,0     ,0.0                ,46 ,41    ,41     ,True   ,False,False ,True    ,0.118      ,0.805      ,0.076      ,0       ,2       ,OQ
31_1  ,0.1430120775362899   ,0.40644114963515504 ,False    ,False,False,False,False,False,False,False,1     ,0.125              ,14 ,13    ,13     ,False  ,False,False ,False   ,0.071      ,0.83       ,0.099      ,1       ,2       ,IR PA
31_2  ,0.14424835977311598  ,0.3519052767296619  ,False    ,False,False,False,False,False,False,False,2     ,0.25               ,16 ,16    ,16     ,False  ,False,False ,False   ,0.0        ,0.82       ,0.18       ,1       ,0       ,CQ FD
31_3  ,0.14301962393549766  ,0.2429585789647261  ,False    ,False,False,False,False,False,False,False,3     ,0.375              ,2  ,2     ,2      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,1       ,FD
31_4  ,0.0                  ,0.10478501905813567 ,False    ,False,False,False,False,False,False,False,4     ,0.5                ,2  ,2     ,2      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,1       ,FD
31_5  ,0.3745178802070927   ,0.8432581446989058  ,False    ,False,True ,True ,True ,False,False,False,5     ,0.625              ,80 ,54    ,51     ,False  ,False,False ,True    ,0.045      ,0.851      ,0.104      ,5       ,3       ,PA
31_6  ,0.20895275575419112  ,0.619917833895056   ,False    ,False,False,False,False,False,False,False,6     ,0.75               ,39 ,32    ,32     ,True   ,True ,False ,False   ,0.0        ,0.927      ,0.073      ,1       ,3       ,FD
31_7  ,0.08946240866794483  ,0.20774926253080422 ,False    ,False,False,False,False,False,False,False,7     ,0.875              ,3  ,3     ,3      ,True   ,True ,False ,False   ,0.0        ,0.667      ,0.333      ,2       ,0       ,PF
31_8  ,0.15956051076052974  ,0.44247286068170427 ,False    ,False,False,False,False,False,False,False,8     ,1.0                ,6  ,6     ,6      ,True   ,True ,False ,False   ,0.0        ,0.57       ,0.43       ,1       ,0       ,PF
32_0  ,1.0000000000000002   ,0.3677377211965378  ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,30 ,27    ,27     ,True   ,False,False ,False   ,0.043      ,0.957      ,0.0        ,1       ,1       ,OQ
32_1  ,0.2799084588915293   ,0.8973763717454257  ,False    ,False,False,False,False,False,False,False,1     ,0.25               ,53 ,45    ,44     ,False  ,False,False ,False   ,0.075      ,0.818      ,0.107      ,2       ,3       ,IR PA
32_2  ,0.3517163802675052   ,0.5633717891701091  ,False    ,False,False,False,False,False,False,False,2     ,0.5                ,27 ,25    ,25     ,False  ,False,True  ,False   ,0.0        ,0.643      ,0.357      ,3       ,0       ,PA
32_3  ,0.1696517054591054   ,0.38595501109111363 ,False    ,False,False,False,False,False,False,False,3     ,0.75               ,9  ,9     ,8      ,True   ,False,False ,False   ,0.282      ,0.718      ,0.0        ,0       ,2       ,CQ FD
32_4  ,0.08278137823468974  ,0.44649749986265214 ,True     ,False,False,False,False,False,False,False,4     ,1.0                ,10 ,10    ,10     ,False  ,True ,False ,False   ,0.0        ,0.857      ,0.143      ,1       ,1       ,CQ FQ
33_0  ,1.0000000000000002   ,0.3570050154129917  ,True     ,True ,False,False,False,False,False,False,0     ,0.0                ,126,85    ,77     ,True   ,True ,True  ,False   ,0.029      ,0.885      ,0.086      ,6       ,2       ,OQ
33_1  ,0.16970531619822615  ,0.7271333291732542  ,False    ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,32 ,24    ,24     ,False  ,False,False ,False   ,0.0        ,0.813      ,0.187      ,1       ,0       ,FD PA
33_2  ,0.3518268461321187   ,0.7875514342557781  ,True     ,True ,True ,False,False,True ,False,False,2     ,0.6666666666666666 ,73 ,49    ,46     ,True   ,False,False ,False   ,0.085      ,0.875      ,0.04       ,2       ,2       ,FQ
33_3  ,0.21286758209178724  ,0.6040906160214541  ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,26 ,23    ,23     ,False  ,False,False ,False   ,0.0        ,0.846      ,0.154      ,2       ,0       ,FD PA
34_0  ,1.0000000000000004   ,0.6125362444633555  ,True     ,False,True ,False,True ,True ,False,True ,0     ,0.0                ,217,135   ,125    ,True   ,True ,True  ,False   ,0.074      ,0.862      ,0.064      ,9       ,9       ,OQ
34_1  ,0.4734006447396304   ,0.8062889883531962  ,False    ,False,True ,False,False,False,False,True ,1     ,0.16666666666666666,75 ,59    ,56     ,False  ,False,False ,False   ,0.0        ,0.888      ,0.112      ,3       ,3       ,PA
34_2  ,0.4716260653556251   ,0.6189217550591003  ,True     ,False,False,False,False,False,False,False,2     ,0.3333333333333333 ,39 ,29    ,28     ,True   ,True ,False ,False   ,0.0        ,0.885      ,0.115      ,3       ,0       ,CQ
34_3  ,0.3829639979762063   ,0.6629941468421988  ,False    ,False,False,False,False,False,False,True ,3     ,0.5                ,41 ,28    ,28     ,False  ,False,False ,False   ,0.0        ,0.912      ,0.088      ,4       ,1       ,FD PA
34_4  ,0.47352481984625105  ,0.6828835543773945  ,True     ,False,False,True ,False,False,False,True ,4     ,0.6666666666666666 ,59 ,49    ,48     ,True   ,True ,False ,False   ,0.053      ,0.864      ,0.083      ,2       ,3       ,FD FQ
34_5  ,0.2062801356693593   ,0.462218392033005   ,False    ,False,False,False,False,False,False,False,5     ,0.8333333333333334 ,28 ,25    ,25     ,False  ,False,True  ,False   ,0.101      ,0.609      ,0.29       ,3       ,2       ,PA
34_6  ,0.14133895972664512  ,0.31155603255819264 ,False    ,False,False,False,False,False,False,False,6     ,1.0                ,7  ,7     ,6      ,True   ,True ,False ,False   ,0.0        ,0.628      ,0.372      ,2       ,0       ,PF
35_0  ,1.000000000000001    ,0.20809243979984737 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,32 ,29    ,28     ,True   ,True ,False ,False   ,0.0        ,0.695      ,0.305      ,3       ,0       ,IR
35_1  ,0.18497892926134654  ,0.9319922262169122  ,True     ,False,False,False,False,False,False,False,1     ,0.5                ,32 ,28    ,28     ,False  ,False,False ,False   ,0.0        ,0.916      ,0.084      ,0       ,0       ,CQ PA
35_2  ,0.1365117807964036   ,0.5573728453030108  ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,16 ,14    ,14     ,True   ,True ,False ,False   ,0.0        ,0.651      ,0.349      ,1       ,0       ,PF
36_0  ,0.9999999999999997   ,0.10854714215292083 ,True     ,False,False,False,True ,False,False,True ,0     ,0.0                ,64 ,44    ,42     ,True   ,False,True  ,False   ,0.104      ,0.87       ,0.026      ,4       ,2       ,OQ
36_1  ,0.09938945996892261  ,0.6856429764070471  ,False    ,False,False,False,False,False,False,True ,1     ,0.3333333333333333 ,28 ,28    ,28     ,False  ,False,False ,False   ,0.0        ,0.922      ,0.078      ,1       ,1       ,PA
36_2  ,0.0437670959671278   ,0.7802953196884118  ,False    ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,35 ,31    ,30     ,False  ,False,False ,False   ,0.0        ,0.782      ,0.218      ,4       ,3       ,IR
36_3  ,0.09311617198169209  ,0.6436255907483105  ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,34 ,29    ,28     ,True   ,True ,True  ,True    ,0.097      ,0.677      ,0.226      ,5       ,1       ,PA PF
37_0  ,1.0000000000000002   ,0.13272124658441012 ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,33 ,32    ,31     ,True   ,False,False ,False   ,0.032      ,0.92       ,0.048      ,0       ,0       ,OQ
37_1  ,0.07697754801240538  ,0.7831966494662604  ,False    ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,47 ,38    ,37     ,False  ,False,False ,False   ,0.0        ,0.843      ,0.157      ,1       ,0       ,PA PF
37_2  ,0.1234256765277485   ,0.5682008672875674  ,False    ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,18 ,17    ,17     ,True   ,True ,False ,False   ,0.082      ,0.763      ,0.154      ,2       ,3       ,NF
